INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,SAT_AVG,UGDS,UG,COSTT4_A,COSTT4_P,UNEMP_RATE,MN_EARN_WNE_P10
Colegio Mayor de Tecnologia Inc,Arroyo,PR,17.963341,-66.063039,NULL,120,215,NULL,14059,10.82999992,18700
Institucion Chaviano de Mayaguez,Mayaguez,PR,18.200518,-67.134396,NULL,38,30,NULL,8238,8.869999886,PrivacySuppressed
EDIC College,Caguas,PR,18.242426,-66.025215,NULL,1148,NULL,9659,NULL,7.320000172,21100
Liceo de Arte-Dise-O y Comercio,Caguas,PR,18.2331,-66.034061,NULL,279,220,10243,NULL,7.46999979,15500
Universal Technology College of Puerto Rico,Aguadilla,PR,18.42489,-67.149118,NULL,412,647,NULL,10458,9.18999958,17700
Academy of Hair Technology,Greenville,SC,34.87267,-82.330849,NULL,77,75,NULL,18262,3.039999962,15900
Mr Wayne's School of Unisex Hair Design,Cookeville,TN,36.160361,-85.513467,NULL,44,66,NULL,16122,3.190000057,PrivacySuppressed
The Center for Cosmetology Education,Memphis,TN,35.11204,-89.905621,NULL,51,NULL,NULL,18726,5.230000019,22300
Queen City College,Clarksville,TN,36.573521,-87.408706,NULL,119,117,NULL,13818,3.99000001,22100
College of the Marshall Islands,Majuro,MH,7.10274,171.378442,NULL,1078,328,8625,NULL,3.900000095,PrivacySuppressed
Lighthouse Career Institute,Dallas,TX,32.87673,-96.768571,NULL,11,82,NULL,20634,4.690000057,NULL
American National College,South Houston,TX,29.665461,-95.211036,NULL,25,66,NULL,13735,4.429999828,18200
ITT Technical Institute-San Antonio,San Antonio,TX,29.553413,-98.593432,NULL,502,695,26950,NULL,3.660000086,42800
Remington College-Fort Worth Campus,Fort Worth,TX,32.775981,-97.213562,NULL,435,516,26319,NULL,3.559999943,28400
University of Cosmetology Arts & Sciences-San Antonio Jamar,San Antonio,TX,29.391321,-98.560618,NULL,34,11,NULL,11934,4.650000095,19400
School of Automotive Machinists,Houston,TX,29.804446,-95.475875,NULL,185,106,NULL,26101,3.49000001,45100
SW School of Business and Technical Careers-Cosmetology,San Antonio,TX,29.457067,-98.498985,NULL,49,18,NULL,15863,3.789999962,PrivacySuppressed
SW School of Business and Technical Careers,Eagle Pass,TX,28.707864,-100.506009,NULL,59,11,NULL,15995,7.650000095,17600
Texas College of Cosmetology-Abilene,Abilene,TX,32.448503,-99.747145,NULL,87,51,NULL,15820,3.950000048,19900
Vista College-Online,Richardson,TX,32.95517,-96.768511,NULL,201,172,NULL,31781,3.640000105,32200
Centura College-Newport News,Newport News,VA,37.139294,-76.51806,NULL,211,306,27760,NULL,3.799999952,26200
Centura College-Norfolk,Norfolk,VA,36.908448,-76.232565,NULL,226,452,27830,NULL,3.799999952,26200
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,36.740902,-76.07369,NULL,36,56,NULL,6742,PrivacySuppressed,NULL
Northwest College of Art & Design,Poulsbo,WA,47.710943,-122.604201,NULL,94,85,31262,NULL,3.769999981,30700
University of Washington-Bothell Campus,Bothell,WA,47.760718,-122.191454,1009,4378,1298,22747,NULL,3.619999886,64000
University of Washington-Tacoma Campus,Tacoma,WA,47.244967,-122.437499,979,3788,1406,22120,NULL,3.619999886,64000
Valley College-Beckley,Beckley,WV,37.788612,-81.187582,NULL,331,134,32617,NULL,3.910000086,23900
Valley College-Martinsburg,Martinsburg,WV,39.487498,-77.958315,NULL,140,95,NULL,26053,2.75999999,25000
Valley College-Princeton,Princeton,WV,37.369684,-81.091298,NULL,89,41,NULL,31195,4.119999886,18000
Bellus Academy-Poway,Poway,CA,32.956526,-117.042738,NULL,369,249,NULL,35503,3.069999933,22800
Capstone College,Pasadena,CA,34.165828,-118.150615,NULL,40,155,NULL,15626,5.28000021,27200
Central Coast College,Salinas,CA,36.669595,-121.655643,NULL,276,82,NULL,18038,6.860000134,30000
ITT Technical Institute-Torrance,Torrance,CA,33.85967,-118.323701,NULL,453,572,26851,NULL,4.71999979,42800
Pacific College of Oriental Medicine-San Diego,San Diego,CA,32.778022,-117.161027,NULL,111,NULL,25330,NULL,4.119999886,PrivacySuppressed
Artistic Nails and Beauty Academy-Tampa,Tampa,FL,27.951358,-82.403486,NULL,183,NULL,NULL,15012,3.150000095,PrivacySuppressed
National Aviation Academy of Tampa Bay,Clearwater,FL,27.893878,-82.721198,NULL,605,168,NULL,25567,2.970000029,46900
Cain's Barber College Inc,Chicago,IL,41.801785,-87.617257,NULL,90,115,NULL,14649,7.289999962,20700
Madison Oneida BOCES-Practical Nursing Program,Verona,NY,43.14082,-75.56033,NULL,51,652,NULL,20449,3.75,32100
Astrodome Career Centers,Houston,TX,29.679443,-95.420772,NULL,41,NULL,NULL,5742,NULL,NULL
Center for Advanced Legal Studies,Houston,TX,29.75303,-95.558831,NULL,200,161,NULL,22431,3.960000038,39200
Houston Training School-Main Campus,Houston,TX,29.77291,-95.24417,NULL,175,199,NULL,8924,5.019999981,20200
Remington College-Houston Campus,Houston,TX,29.729924,-95.57818,NULL,325,103,24621,NULL,4.420000076,28400
Bay Mills Community College,Brimley,MI,46.454584,-84.607089,NULL,547,360,10450,NULL,5.070000172,24900
Fond du Lac Tribal and Community College,Cloquet,MN,46.688825,-92.444128,NULL,897,999,15998,NULL,4.889999866,29300
Northwest Indian College,Bellingham,WA,48.794334,-122.614576,NULL,609,524,12085,NULL,5.480000019,27800
Marinello Schools of Beauty-Provo,Provo,UT,40.263025,-111.664739,NULL,49,170,NULL,19708,3.25,15800
Provo College,Provo,UT,40.244678,-111.684063,NULL,364,464,24729,NULL,3.269999981,25200
Paul Mitchell the School-Provo,Provo,UT,40.24048,-111.642161,NULL,108,247,NULL,18395,3.299999952,24700
University of Phoenix-Utah,Salt Lake City,UT,40.653835,-111.904474,NULL,804,966,23712,NULL,3.809999943,58400
Utah College of Massage Therapy-Salt Lake City,Salt Lake City,UT,40.768778,-111.882112,NULL,347,1312,NULL,23854,3.380000114,27400
CET-Coachella,Coachella,CA,33.692248,-116.185875,NULL,139,NULL,NULL,14865,5.96999979,24900
CET-Oxnard,Oxnard,CA,34.194208,-119.18145,NULL,119,NULL,NULL,16710,5.96999979,24900
CET-Santa Maria,Santa Maria,CA,34.943576,-120.441978,NULL,145,NULL,NULL,18643,5.96999979,24900
Colorado School of Traditional Chinese Medicine,Denver,CO,39.739101,-104.959476,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Massage Therapy Institute of Colorado,Denver,CO,39.739051,-104.959486,NULL,61,NULL,NULL,38544,NULL,PrivacySuppressed
Michigan College of Beauty-Troy,Troy,MI,42.570337,-83.12734,NULL,321,285,NULL,22223,3.220000029,21300
Ogle School Hair Skin Nails-Dallas,Dallas,TX,32.836838,-96.754701,NULL,157,84,NULL,20440,3.460000038,24300
Phoenix Seminary,Phoenix,AZ,33.480354,-111.990628,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Faust Institute of Cosmetology-Spirit Lake,Spirit Lake,IA,43.422634,-95.107453,NULL,14,18,NULL,14697,2.25,17000
Seattle Vocational Institute,Seattle,WA,47.599291,-122.303977,NULL,188,398,9965,NULL,3.960000038,34000
Baker College of Port Huron,Port Huron,MI,42.978709,-82.469672,NULL,794,1230,17554,NULL,4.039999962,30600
Empire Beauty School-Hyannis,Hyannis,MA,41.6507,-70.291171,NULL,72,54,NULL,19030,3.75999999,23200
Brookstone College-Greensboro,Greensboro,NC,36.077073,-79.959661,NULL,181,150,NULL,17220,3.809999943,27900
Cheeks International Academy of Beauty Culture-Fort Collins,Loveland,CO,40.445,-105.078151,NULL,39,18,NULL,11868,3.799999952,19600
Cheeks International Academy of Beauty Culture-Greeley,Greeley,CO,40.396777,-104.696513,NULL,38,38,NULL,12006,3.799999952,19600
Colorado School of Healing Arts,Lakewood,CO,39.696991,-105.082055,NULL,171,NULL,24864,NULL,2.539999962,33100
Westwood College-Aurora Campus,Aurora,CO,39.72131,-104.822841,NULL,236,418,24991,NULL,3.74000001,39000
Healing Arts Institute,Fort Collins,CO,40.53186,-105.042551,NULL,53,NULL,NULL,21886,NULL,NULL
ITT Technical Institute-San Bernardino,San Bernardino,CA,34.070068,-117.270676,NULL,686,817,27606,NULL,5.28000021,42800
Los Angeles ORT College-Van Nuys Campus,Van Nuys,CA,34.153012,-118.462705,NULL,317,154,NULL,21792,4.460000038,27200
University of Phoenix-Puerto Rico,Guaynabo,PR,18.405226,-66.105722,NULL,307,199,19700,NULL,3.809999943,58400
Mt. Diablo Adult Education-Mt. Diablo USD,Concord,CA,37.9684,-122.027121,NULL,129,637,NULL,20359,3.339999914,32300
Royale College of Beauty,Temecula,CA,33.515476,-117.164001,NULL,76,151,NULL,15636,3.599999905,21400
Westech College,Fontana,CA,34.08117,-117.435734,NULL,456,87,NULL,19783,5.389999866,29000
Greater Lowell Technical School,Tyngsboro,MA,42.653917,-71.38618,NULL,80,77,NULL,20173,3.349999905,49500
Academy of Hair Design-Pearl,Pearl,MS,32.281983,-90.115129,NULL,50,48,NULL,12236,3.289999962,PrivacySuppressed
King's College,Charlotte,NC,35.213048,-80.822384,NULL,395,316,20276,NULL,3.609999895,27900
Miller-Motte Technical College-Clarksville,Clarksville,TN,36.553344,-87.32869,NULL,404,31,24046,NULL,3.670000076,25100
Genesis Career College-Lebanon,Lebanon,TN,36.216054,-86.337771,NULL,202,40,NULL,12058,2.769999981,16800
Brightwood College-Dallas,Dallas,TX,32.912092,-96.892044,NULL,435,NULL,NULL,24416,3.960000038,43400
Star College of Cosmetology 2,Tyler,TX,32.347649,-95.295745,NULL,100,44,NULL,15693,3.980000019,20300
Southwest Collegiate Institute for the Deaf,Big Spring,TX,32.227753,-101.503419,NULL,114,138,10655,NULL,3.690000057,33400
Fortis College-Richmond,Richmond,VA,37.581537,-77.488455,NULL,491,NULL,25360,NULL,3.410000086,26200
Midwest College of Oriental Medicine-Racine,Racine,WI,42.678051,-87.856679,NULL,20,NULL,NULL,NULL,3.579999924,PrivacySuppressed
Hacienda La Puente Adult Education,La Puente,CA,34.011775,-117.958321,NULL,3980,2030,NULL,10525,4.730000019,27300
La Belle Beauty Academy,Miami,FL,25.769982,-80.315352,NULL,403,170,NULL,22232,5.25,15600
Advanced Technical Centers,Miami,FL,25.806645,-80.2871,NULL,31,12,NULL,NULL,PrivacySuppressed,PrivacySuppressed
Hawaii Community College,Hilo,HI,19.69972,-155.081831,NULL,2633,2090,12925,NULL,5.980000019,31300
Regency Beauty Institute-Winston-Salem,Winston-Salem,NC,36.066944,-80.250264,NULL,104,NULL,NULL,24959,3.089999914,15500
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,NJ,40.622451,-74.426989,NULL,196,50,NULL,26767,4.03000021,24100
Long Island Beauty School-Hauppauge,Hauppauge,NY,40.827293,-73.201722,NULL,249,118,NULL,15742,2.769999981,22400
Buckeye Joint Vocational School,New Philadelphia,OH,40.470531,-81.401957,NULL,95,38,NULL,12085,2.819999933,24400
Sandusky Career Center,Sandusky,OH,41.43483,-82.71206,NULL,82,NULL,NULL,16419,3.099999905,PrivacySuppressed
Greater Altoona Career & Technology Center,Altoona,PA,40.508473,-78.397255,NULL,236,154,NULL,16013,3.869999886,30200
Northeastern Hospital School of Nursing,Philadelphia,PA,39.989532,-75.106457,NULL,70,47,NULL,NULL,4.739999771,62900
Central Texas Beauty College-Temple,Temple,TX,31.084584,-97.379163,NULL,99,94,NULL,9280,2.799999952,19100
Dance Theatre of Harlem Inc,New York,NY,40.829191,-73.943833,NULL,3,22,NULL,21905,NULL,NULL
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,Angola,NY,42.648295,-79.040253,NULL,134,42,NULL,16519,4.199999809,31500
Empire Beauty School-Brooklyn,Brooklyn,NY,40.599279,-73.989884,NULL,125,117,NULL,19717,6.309999943,23900
Houston Training School-Gulfgate,Houston,TX,29.706138,-95.304092,NULL,282,284,NULL,9270,5.019999981,20200
Star Career Academy-Philadelphia,Philadelphia,PA,40.074651,-75.034251,NULL,879,251,NULL,24521,5.980000019,34400
Antonelli College-Hattiesburg,Hattiesburg,MS,31.349549,-89.335692,NULL,209,194,26489,NULL,4.239999771,23800
Eastern New Mexico University-Ruidoso Campus,Ruidoso,NM,33.358631,-105.66539,NULL,468,592,12810,NULL,4.150000095,33300
Beacon College,Leesburg,FL,28.810799,-81.875619,NULL,223,NULL,46011,NULL,3.299999952,PrivacySuppressed
Acupuncture and Integrative Medicine College-Berkeley,Berkeley,CA,37.862754,-122.267636,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed
Estrella Mountain Community College,Avondale,AZ,33.480722,-112.343158,NULL,7735,4300,11800,NULL,3.170000076,32900
Heartland Community College,Normal,IL,40.533402,-89.014456,NULL,4326,4205,11455,NULL,4.260000229,30700
University of the Potomac-Washington DC Campus,Washington,DC,38.90054,-77.032531,NULL,253,404,24765,NULL,4.349999905,59500
Rabbi Jacob Joseph School,Edison,NJ,40.499821,-74.399497,NULL,84,64,18200,NULL,PrivacySuppressed,PrivacySuppressed
Sanford-Brown Institute-Ft Lauderdale,Fort Lauderdale,FL,26.2038,-80.160374,NULL,427,668,21907,NULL,4.639999866,30300
The Salon Professional Academy-Melbourne,Melbourne,FL,28.08158,-80.649751,NULL,74,71,NULL,18889,2.960000038,16500
Fortis Institute-Scranton,Scranton,PA,41.417104,-75.651683,NULL,385,198,35172,NULL,3.24000001,21800
Milan Institute of Cosmetology-Amarillo,Amarillo,TX,35.185026,-101.80878,NULL,135,149,NULL,18674,3.660000086,21900
Everglades University,Boca Raton,FL,26.391218,-80.108331,NULL,1284,NULL,38384,NULL,3.049999952,47500
Seminar L'moros Bais Yaakov,Brooklyn,NY,40.634807,-73.985467,NULL,281,350,21225,NULL,3.730000019,18800
Herzing University-Winter Park,Winter Park,FL,28.61586,-81.311841,NULL,430,97,28047,NULL,4.210000038,45100
Emil Fries Piano Hospital and Training Center,Vancouver,WA,45.625899,-122.645525,NULL,5,NULL,26000,NULL,PrivacySuppressed,NULL
Fairview Beauty Academy,Fairview Park,OH,41.439109,-81.870415,NULL,52,33,NULL,10352,3.029999971,PrivacySuppressed
Florida College of Natural Health-Pompano Beach,Pompano Beach,FL,26.275548,-80.151132,NULL,203,298,NULL,23332,3.210000038,27900
National College-Nashville,Nashville,TN,36.044669,-86.700627,NULL,512,450,23589,NULL,4.110000134,24300
College of Biblical Studies-Houston,Houston,TX,29.716681,-95.506566,NULL,482,NULL,32091,NULL,4.360000134,52300
Inner State Beauty School,Lyndhurst,OH,41.519858,-81.494549,NULL,133,74,NULL,10999,5.090000153,23000
Virginia College-Pensacola,Pensacola,FL,30.412452,-87.216018,NULL,384,140,21950,NULL,4.010000229,28900
Mid-EastCTC-Adult Education,Zanesville,OH,39.937192,-81.976056,NULL,305,97,NULL,13961,3.700000048,33200
Everest University-South Orlando,Orlando,FL,28.434702,-81.426942,NULL,22340,905,27170,NULL,3.450000048,26800
Polaris Career Center,Middleburg Heights,OH,41.3644,-81.832474,NULL,248,47,NULL,10958,3.380000114,PrivacySuppressed
P&A Scholars Beauty School,Detroit,MI,42.376091,-83.157878,NULL,305,NULL,NULL,16665,NULL,PrivacySuppressed
Rensselaer BOCES-Practical Nursing Program,Troy,NY,42.702142,-73.673181,NULL,50,84,NULL,20002,3.849999905,38800
ASM Beauty World Academy,Davie,FL,26.046048,-80.232133,NULL,328,NULL,NULL,10275,3.789999962,PrivacySuppressed
The Salter School-Tewksbury Campus,Tewksbury,MA,42.611476,-71.286844,NULL,252,66,NULL,28874,3.539999962,29600
Sharps Academy of Hair Styling,Grand Blanc,MI,42.911892,-83.623996,NULL,38,34,NULL,NULL,3.650000095,PrivacySuppressed
College of Health Care Professions-Northwest,Houston,TX,29.797408,-95.451644,NULL,1172,293,NULL,28078,4.380000114,30400
School of Professional Horticulture  New York Botanical Garden,Bronx,NY,40.867748,-73.879446,NULL,6,NULL,NULL,NULL,NULL,NULL
Fortis College-Houston,Houston,TX,29.7339,-95.648311,NULL,287,85,NULL,22998,4.579999924,PrivacySuppressed
Volunteer Beauty Academy-Madison,Madison,TN,36.296571,-86.701318,NULL,27,42,NULL,13245,2.930000067,18800
Watkins College of Art Design & Film,Nashville,TN,36.194659,-86.805888,1000,288,298,34118,NULL,3.119999886,33000
Chicago ORT Technical Institute,Skokie,IL,42.016472,-87.76338,NULL,433,868,NULL,19789,4.460000038,NULL
Alhambra Beauty College,Alhambra,CA,34.093916,-118.129041,NULL,92,115,NULL,14547,3.880000114,22500
UEI College-Gardena,Gardena,CA,33.89328,-118.287321,NULL,1487,NULL,NULL,25667,NULL,PrivacySuppressed
Asian American International Beauty College,Westminster,CA,33.759311,-117.991607,NULL,173,221,NULL,NULL,4.039999962,15000
Avance Beauty College,San Diego,CA,32.581402,-117.062216,NULL,60,19,NULL,20165,4.619999886,PrivacySuppressed
Colton-Redlands-Yucaipa Regional Occupational Program,Redlands,CA,34.06829,-117.204741,NULL,80,NULL,NULL,18179,NULL,NULL
Copper Mountain Community College,Joshua Tree,CA,34.140464,-116.213939,NULL,1373,2172,14943,NULL,4.329999924,32400
Diversified Vocational College,Los Angeles,CA,34.055938,-118.272364,NULL,679,NULL,NULL,16796,NULL,21300
Bristol University,Anaheim,CA,33.79556,-117.882331,NULL,49,18,NULL,24442,3.710000038,PrivacySuppressed
UEI College-Fresno,Fresno,CA,36.783816,-119.790435,NULL,1418,145,NULL,27285,7.429999828,29300
Mt Sierra College,Monrovia,CA,34.14241,-117.987931,NULL,465,734,25776,NULL,4.199999809,46400
Wyotech-Long Beach,Long Beach,CA,33.790993,-118.220223,NULL,1136,NULL,NULL,34313,5.420000076,27900
Santiago Canyon College,Orange,CA,33.796591,-117.768053,NULL,10634,10039,9126,NULL,3.309999943,PrivacySuppressed
Southern California Institute of Technology,Anaheim,CA,33.8381,-117.950661,NULL,526,102,29335,NULL,4.090000153,32200
Soka University of America,Aliso Viejo,CA,33.549425,-117.734893,1223,411,NULL,42076,NULL,3.019999981,PrivacySuppressed
Summit College,Colton,CA,34.05402,-117.30975,NULL,663,244,NULL,26660,5.059999943,31800
Advance Beauty College,Garden Grove,CA,33.759869,-117.952584,NULL,474,NULL,NULL,NULL,3.950000048,13100
World Mission University,Los Angeles,CA,34.078818,-118.309136,NULL,139,NULL,20485,NULL,4.349999905,PrivacySuppressed
Yo San University of Traditional Chinese Medicine,Los Angeles,CA,33.9929,-118.442947,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
Coast Career Institute,Los Angeles,CA,34.03642,-118.262761,NULL,212,NULL,NULL,17958,NULL,NULL
Cannella School of Hair Design-Blue Island,Blue Island,IL,41.657728,-87.679851,NULL,54,NULL,NULL,10414,6.849999905,17900
John Amico School of Hair Design,Oak Forest,IL,41.614146,-87.736776,NULL,194,NULL,NULL,9824,NULL,NULL
Delta College Inc,Covington,LA,30.467468,-90.086695,NULL,186,181,NULL,21364,3.410000086,23200
Colorado Technical University-Sioux Falls,Sioux Falls,SD,43.496937,-96.77356,NULL,93,773,NULL,NULL,3.559999943,59500
Southwest University of Visual Arts-Albuquerque,Albuquerque,NM,35.088818,-106.589352,NULL,202,297,46279,NULL,3.359999895,30900
Tri-State Cosmetology Institute,El Paso,TX,31.75038,-106.33749,NULL,173,85,NULL,18354,5.21999979,16800
Widener University-Commonwealth Law School,Harrisburg,PA,40.324861,-76.854612,NULL,NULL,NULL,NULL,NULL,3.49000001,58700
Volunteer Beauty Academy-Nashville,Nashville,TN,36.047872,-86.715104,NULL,45,41,NULL,13283,3.049999952,21400
Frontier Community College,Fairfield,IL,38.382275,-88.392138,NULL,293,1519,6552,NULL,3.869999886,28200
Lincoln Trail College,Robinson,IL,39.01933,-87.688839,NULL,564,1279,6039,NULL,3.400000095,35600
Wabash Valley College,Mount Carmel,IL,38.4293,-87.78205,NULL,886,3421,6196,NULL,3.900000095,35800
American Institute of Interior Design,Fountain Hills,AZ,33.60485,-111.715091,NULL,28,NULL,NULL,18808,NULL,NULL
Brookline College-Tempe,Tempe,AZ,33.416104,-111.960894,NULL,404,229,NULL,26465,3.980000019,23600
Baker College of Auburn Hills,Auburn Hills,MI,42.659868,-83.249027,NULL,2668,1910,17524,NULL,4.039999962,30600
Baker College of Clinton Township,Clinton Township,MI,42.553231,-82.90907,NULL,3588,2559,17941,NULL,4.039999962,30600
Inter American University of Puerto Rico-School of Optometry,Bayamon,PR,18.35226,-66.182742,NULL,NULL,NULL,NULL,NULL,8.369999886,22800
Schiller International University,Largo,FL,27.894381,-82.757453,NULL,39,172,36540,NULL,3.450000048,PrivacySuppressed
Vatterott College-Springfield,Springfield,MO,37.210213,-93.275008,NULL,348,214,24286,NULL,4.340000153,32100
