INSTNM,CITY,STABBR,ZIP,NUMBRANCH,PREDDEG,HIGHDEG,CONTROL,ST_FIPS,REGION,LATITUDE,LONGITUDE,CCBASIC,CCUGPROF,CCSIZSET,ADM_RATE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,UGDS,UG,NPT4_PUB,NPT4_PRIV,NPT4_PROG,NPT4_OTHER,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,PFTFTUG1_EF,AGE_ENTRY,UNEMP_RATE,COUNT_NWNE_P10,COUNT_WNE_P10,MN_EARN_WNE_P10,MD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_WNE_P6,MN_EARN_WNE_P6,MD_EARN_WNE_P6,COUNT_WNE_INC1_P6,COUNT_WNE_INC2_P6,COUNT_WNE_INC3_P6,COUNT_WNE_INDEP0_INC1_P6,COUNT_WNE_INDEP0_P6,COUNT_NWNE_P7,COUNT_WNE_P7,MN_EARN_WNE_P7,SD_EARN_WNE_P7,COUNT_NWNE_P8,COUNT_WNE_P8,MN_EARN_WNE_P8,MD_EARN_WNE_P8,COUNT_NWNE_P9,COUNT_WNE_P9,MN_EARN_WNE_P9,SD_EARN_WNE_P9,ICLEVEL
SAE Institute of Technology-Miami,North Miami Beach,FL,33160-4307,1,1,1,3,12,5,25.92389,-80.155551,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,NULL,NULL,20298,NULL,NULL,NULL,24576,NULL,NULL,17760,8671,NULL,25.8852459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Colorado State University-Global Campus,Greenwood Village,CO,80111-0000,1,3,4,1,8,7,39.60862,-104.898231,18,5,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10021,NULL,32.67599915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Paul Mitchell the School-Overland Park,Overland Park,KS,66212,1,1,1,3,20,4,38.95593,-94.688051,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180,NULL,NULL,14312,NULL,NULL,NULL,16775,NULL,NULL,14500,9475,NULL,23.97457627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Medspa Academies,South Jordan,UT,84095-3519,1,1,1,3,49,7,40.557069,-111.911769,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,140,NULL,NULL,13150,NULL,NULL,NULL,16134,NULL,NULL,14050,9737,NULL,27.76020408,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Brighton Institute of Cosmetology,Brighton,MI,48116-8360,1,1,1,3,26,3,42.52102,-83.743651,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,NULL,NULL,7598,NULL,NULL,NULL,10339,NULL,NULL,15010,3703,NULL,24.48275862,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
West Coast University-Dallas,Dallas,TX,75247-3900,5,3,3,3,48,6,32.82726,-96.873991,26,11,6,0.1111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,428,NULL,NULL,40773,NULL,NULL,42705,NULL,25425,25425,NULL,18597,0.0182,26.82149363,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,518,82200,83200,124,187,207,NULL,63,NULL,NULL,NULL,NULL,PrivacySuppressed,103,58300,52100,NULL,NULL,NULL,NULL,1
Stevens-Henager College,St. George,UT,84790-2111,7,2,3,2,49,7,37.08327,-113.555511,14,10,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157,NULL,NULL,23199,NULL,NULL,28535,NULL,16968,16968,NULL,14056,NULL,31.4329098,NULL,396,1510,33600,28500,283,1324,29500,24900,752,404,168,NULL,327,NULL,NULL,NULL,NULL,322,1275,29500,25500,NULL,NULL,NULL,NULL,1
National American University-Bellevue,Bellevue,NE,68123-1065,33,2,3,3,31,4,41.14157,-95.967131,23,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13503,13503,NULL,13533,NULL,33.06960724,NULL,330,1941,41200,36100,495,2769,31300,27100,1411,911,447,NULL,423,NULL,NULL,NULL,NULL,458,2336,35300,31100,NULL,NULL,NULL,NULL,1
National American University-Burnsville,Burnsville,MN,55337-2548,33,2,3,3,27,4,44.772711,-93.287498,23,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13503,13503,NULL,13600,NULL,33.06960724,NULL,330,1941,41200,36100,495,2769,31300,27100,1411,911,447,NULL,423,NULL,NULL,NULL,NULL,458,2336,35300,31100,NULL,NULL,NULL,NULL,1
National American University-Mesquite,Mesquite,TX,75150-5628,33,1,1,3,48,6,32.803598,-96.625999,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13503,13503,NULL,12917,NULL,33.06960724,NULL,330,1941,41200,36100,495,2769,31300,27100,1411,911,447,NULL,423,NULL,NULL,NULL,NULL,458,2336,35300,31100,NULL,NULL,NULL,NULL,1
Empire Beauty School-Savannah,Savannah,GA,31406-2455,10,1,1,3,13,5,32.007124,-81.111471,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,151,NULL,NULL,13855,NULL,NULL,NULL,18040,NULL,NULL,19110,9888,NULL,25.86490499,NULL,34,88,23400,17800,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,30,73,23500,21700,NULL,NULL,NULL,NULL,3
Ogle School Hair Skin Nails-Denton,Denton,TX,76205-7534,3,1,1,3,48,6,33.19222,-97.113441,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,NULL,NULL,17421,NULL,NULL,NULL,20320,NULL,NULL,16650,9813,NULL,24.91356784,NULL,116,301,24700,20800,65,284,19900,17200,133,80,71,NULL,169,NULL,NULL,NULL,NULL,89,315,23800,20300,NULL,NULL,NULL,NULL,3
Empire Beauty School-West Greensboro,Greensboro,NC,27407-2693,13,1,1,3,37,5,36.05168,-79.904101,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,143,NULL,NULL,14060,NULL,NULL,NULL,18431,NULL,NULL,18750,9902,NULL,26.09687774,NULL,57,175,26100,21700,66,232,20600,17100,140,49,43,NULL,92,NULL,NULL,NULL,NULL,76,256,22400,18800,NULL,NULL,NULL,NULL,3
California College San Diego,San Marcos,CA,92069-2971,2,2,3,2,6,8,33.13817,-117.160641,14,10,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,322,NULL,NULL,24416,NULL,NULL,28753,NULL,16968,16968,NULL,5558,NULL,28.31137725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
Old Town Barber College-Topeka,Topeka,KS,66601-0000,2,1,1,3,20,4,39.00027,-95.689101,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,15641,NULL,NULL,NULL,18554,NULL,NULL,15850,13322,NULL,28.98947368,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,68,14400,12300,56,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,PrivacySuppressed,59,17800,14000,NULL,NULL,NULL,NULL,3
Jolie Hair and Beauty Academy-Northfield,Northfield,NJ,08225-1265,2,1,1,3,34,2,39.38347,-74.555351,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200,NULL,NULL,13787,NULL,NULL,NULL,17216,NULL,NULL,15291,12401,NULL,27.91245136,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,3
Hays Academy of Hair Design,Salina,KS,67401-0000,2,1,1,3,20,4,38.83981,-97.607571,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,9769,NULL,NULL,NULL,14029,NULL,NULL,13000,5127,NULL,22.41142857,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,50,19100,15900,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,32,NULL,NULL,NULL,NULL,PrivacySuppressed,53,16100,14800,NULL,NULL,NULL,NULL,3
Bellus Academy,Manhattan,KS,66502-2838,2,1,1,3,20,4,39.191201,-96.609575,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,216,NULL,NULL,22242,NULL,NULL,NULL,26434,NULL,NULL,18350,10865,NULL,25.85136897,NULL,60,157,22800,17500,65,234,25900,22100,124,64,46,NULL,61,NULL,NULL,NULL,NULL,86,220,25600,18800,NULL,NULL,NULL,NULL,3
Cortiva Institute-Seattle,Federal Way,WA,98003-5475,2,1,1,3,53,8,47.320315,-122.306314,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,NULL,NULL,20884,NULL,NULL,NULL,23149,NULL,NULL,11685,11565,NULL,28.86528497,NULL,41,189,35500,31300,32,153,25500,24800,77,52,PrivacySuppressed,NULL,44,NULL,NULL,NULL,NULL,45,148,30400,25100,NULL,NULL,NULL,NULL,3
MotoRing Technical Training Institute,East Providence,RI,02914-5022,2,1,1,3,44,1,41.81866,-71.384761,-2,-2,-2,0.8889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,15922,NULL,NULL,NULL,19360,NULL,NULL,15650,17999,NULL,27.58841463,NULL,74,251,30800,28800,56,245,25300,24300,141,65,39,NULL,116,NULL,NULL,NULL,NULL,55,243,28800,27500,NULL,NULL,NULL,NULL,3
Leon Studio One School of Hair Design & Career Training Center,North Tonawanda,NY,14120-5922,2,1,1,3,36,2,43.02318,-78.873841,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,23719,NULL,NULL,NULL,27695,NULL,NULL,13700,9444,NULL,27.22857143,NULL,36,132,21900,17500,29,140,18800,18600,82,32,26,NULL,60,NULL,NULL,NULL,NULL,31,173,22300,18300,NULL,NULL,NULL,NULL,3
Columbia College,Centreville,VA,20121,3,1,1,3,51,5,38.836958,-77.435116,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,152,NULL,NULL,6318,NULL,NULL,NULL,10985,NULL,NULL,8640,3629,NULL,46.55216285,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Unitek College,Hayward,CA,94541-7026,2,1,1,3,6,8,37.66064,-122.115681,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27020,15700,NULL,27.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
ITT Technical Institute-Philadelphia,Philadelphia,PA,19106-3324,142,2,2,3,42,2,39.94898,-75.152201,11,3,2,0.8415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,777,NULL,NULL,22753,NULL,NULL,27990,NULL,18048,18048,NULL,13138,0.8361,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,2
ITT Technical Institute-Marlton,Marlton,NJ,08053-3102,142,2,2,3,34,2,39.91018,-74.939291,11,3,1,0.9694,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,383,NULL,NULL,22770,NULL,NULL,27391,NULL,18048,18048,NULL,12767,0.8378,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,2
ITT Technical Institute-Germantown,Greenfield,WI,53220,142,2,2,3,55,3,42.95984,-87.992451,28,10,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39634,NULL,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-Southfield,Troy,MI,48083,142,2,2,3,26,3,42.56258,-83.117241,14,10,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15474,NULL,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-West Palm Beach,West Palm Beach,FL,33409-5180,142,2,2,3,12,5,26.7022,-80.085991,14,6,6,0.6842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,346,NULL,NULL,23699,NULL,NULL,27915,NULL,18048,18048,NULL,13408,0.675,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-Salem,Salem,OR,97306-1905,142,2,2,3,41,8,44.88528,-123.032831,28,10,6,0.9634,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188,NULL,NULL,23288,NULL,NULL,27115,NULL,18048,18048,NULL,14955,0.8529,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-Deerfield Beach,Fort Lauderdale,FL,33328,142,2,2,3,12,5,26.077866,-80.251855,14,7,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37738,NULL,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-Indianapolis East,Indianapolis,IN,46219-1794,142,2,2,3,18,3,39.80095,-86.042651,14,6,6,0.9264,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,288,NULL,NULL,24561,NULL,NULL,28343,NULL,18048,18048,NULL,14161,0.75,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-Douglasville,Douglasville,GA,30135-2371,142,2,2,3,13,5,33.719097,-84.771569,14,6,6,0.8121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171,NULL,NULL,23666,NULL,NULL,27620,NULL,18048,18048,NULL,11891,0.7368,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-Overland Park,Overland Park,KS,66213-1106,142,2,2,3,20,4,38.91518,-94.674121,28,6,6,0.8193,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,190,NULL,NULL,24426,NULL,NULL,27722,NULL,18048,18048,NULL,12397,0.8947,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-Springfield,Springfield,IL,62704-5373,142,2,2,3,17,3,39.76727,-89.703621,28,10,6,0.9815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,275,NULL,NULL,23619,NULL,NULL,28183,NULL,18048,18048,NULL,12915,0.86,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
ITT Technical Institute-West Chester,Norwood,OH,45212,142,2,2,3,39,3,39.16126,-84.449401,28,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25128,NULL,30.39691401,NULL,558,3478,42800,38800,846,4736,33100,29300,2414,1516,806,NULL,1759,NULL,NULL,NULL,NULL,658,4048,38300,33900,NULL,NULL,NULL,NULL,1
Pennsylvania State University-World Campus,University Park,PA,16802-1503,23,3,4,1,42,2,40.832677,-77.841657,18,5,12,0.5808,510,505,490,25,23,21,7,1040,5736,NULL,22264,NULL,NULL,NULL,26905,NULL,13516,13516,NULL,5773,0.0527,21.70130834,NULL,2049,21271,54300,47700,1329,19375,40900,37500,4215,5270,9890,NULL,16926,NULL,NULL,NULL,NULL,1566,19052,47600,42700,NULL,NULL,NULL,NULL,1
Medical Career Institute,Ocean,NJ,7712,1,1,1,3,34,2,40.263186,-74.046768,-2,-2,-2,0.6522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,6485,NULL,NULL,NULL,9333,NULL,NULL,6665,10039,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
Advance Beauty Techs Academy,San Jacinto,CA,92583-6572,1,1,1,3,6,8,33.795867,-116.971539,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,12987,NULL,NULL,NULL,16593,NULL,NULL,15834,6553,NULL,25.96938776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Montage Academy,Longmont,CO,80501,1,1,1,3,8,7,40.1531,-105.104971,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL,15286,NULL,NULL,NULL,19285,NULL,NULL,17490,9086,NULL,27.55421687,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
Brand College,Glendale,CA,91203,1,1,1,3,6,8,34.15799,-118.265551,-2,-2,-2,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24050,13441,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Hinton Barber and Beauty College,Vallejo,CA,94591,1,1,1,3,6,8,38.10643,-122.222571,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,NULL,NULL,9170,NULL,NULL,NULL,12816,NULL,NULL,12750,6079,NULL,26.85714286,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Advanced Career Institute,Visalia,CA,93291,1,1,1,3,6,8,36.344397,-119.385592,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,253,NULL,NULL,12471,NULL,NULL,NULL,16507,NULL,NULL,9655,6788,NULL,31.77538462,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Digital Film Academy,New York,NY,10036,1,1,1,3,36,2,40.760002,-73.991441,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,20118,NULL,NULL,NULL,23883,NULL,NULL,17420,13530,NULL,28.775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
MyComputerCareer.com-Raleigh,Raleigh,NC,27606,1,1,1,3,37,5,35.76721,-78.727311,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,353,NULL,NULL,29617,NULL,NULL,NULL,29931,NULL,NULL,16136,43458,NULL,33.29775281,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
Kaplan University-Augusta Campus,Augusta,ME,4330,10,2,3,3,23,1,44.34045,-69.78955,14,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,472,NULL,NULL,15487,NULL,NULL,20731,NULL,10710,10710,NULL,5229,NULL,32.01281292,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
South University-Austin,Austin,TX,78729,16,3,4,3,48,6,30.459476,-97.751403,21,7,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217,NULL,NULL,28001,NULL,NULL,29500,NULL,16360,16360,NULL,11955,0.1011,30.26096896,NULL,303,1407,34100,28800,660,3942,37100,31300,1868,1270,804,NULL,626,NULL,NULL,NULL,NULL,286,1714,37800,31200,NULL,NULL,NULL,NULL,1
South University-Cleveland,Cleveland,OH,44128,16,2,3,3,39,3,41.431336,-81.497852,23,7,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,319,NULL,NULL,23567,NULL,NULL,27964,NULL,16360,16360,NULL,14521,0.0827,30.26096896,NULL,303,1407,34100,28800,660,3942,37100,31300,1868,1270,804,NULL,626,NULL,NULL,NULL,NULL,286,1714,37800,31200,NULL,NULL,NULL,NULL,1
Bryant & Stratton College-Online,Orchard Park,NY,14127,18,2,3,3,36,2,42.790477,-78.769037,23,7,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2574,NULL,NULL,13253,NULL,NULL,18328,NULL,13533,13533,NULL,10841,0.1996,29.34301102,NULL,1236,4079,24300,22400,1546,6807,23000,20500,4690,1527,590,NULL,2034,NULL,NULL,NULL,NULL,1159,4446,23600,21500,NULL,NULL,NULL,NULL,1
Virginia College-Florence,Florence,SC,29501,33,1,2,3,45,5,34.18711,-79.823491,13,3,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,414,NULL,NULL,15339,NULL,NULL,20058,NULL,13932,13932,NULL,15770,0.8137,29.1293274,NULL,1090,4185,28900,25300,1382,5262,22200,20100,3827,1026,409,NULL,1070,NULL,NULL,NULL,NULL,1355,5095,24900,22000,NULL,NULL,NULL,NULL,2
Ogle School Hair Skin Nails-San Antonio,San Antonio,TX,78216,3,1,1,3,48,6,29.520142,-98.505519,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129,NULL,NULL,22487,NULL,NULL,NULL,25532,NULL,NULL,16650,8695,NULL,24.91356784,NULL,116,301,24700,20800,65,284,19900,17200,133,80,71,NULL,169,NULL,NULL,NULL,NULL,89,315,23800,20300,NULL,NULL,NULL,NULL,3
Elizabethtown College School of Continuing and Professional Studies,Elizabethtown,PA,17022-2298,1,3,4,2,42,2,40.149968,-76.591579,22,5,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9587,NULL,22.96314258,NULL,54,769,51900,48000,25,689,42000,40900,70,195,424,NULL,581,NULL,NULL,NULL,NULL,33,752,47900,45800,NULL,NULL,NULL,NULL,1
Fortis College-Cutler Bay,Cutler Bay,FL,33157,4,2,3,3,12,5,25.58561,-80.363801,26,11,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,NULL,15869,NULL,NULL,NULL,20144,NULL,NULL,43017,8389,NULL,31.83369803,NULL,202,657,22600,21200,214,759,20100,18100,570,141,48,NULL,168,NULL,NULL,NULL,NULL,190,753,21300,19100,NULL,NULL,NULL,NULL,1
Ideal Beauty Academy,Louisville,KY,40223,2,1,1,3,21,5,38.22488,-85.567911,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,12272,NULL,NULL,NULL,15131,NULL,NULL,15400,3623,NULL,28.82142857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
Minnesota School of Cosmetology-Plymouth Campus,Plymouth,MN,55447,2,1,1,3,27,4,44.994475,-93.50212,-2,-2,-2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,14483,NULL,NULL,NULL,18841,NULL,NULL,18600,12381,NULL,24.36391437,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,34,154,22500,20300,84,43,27,NULL,58,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,3
